Question,Label
Possible Words using given characters in Python,1
Write a Python program to Custom sorting in list of tuples,1
Write a Python program to Skew Nested Tuple Summation,1
Write a Python program to Filter Tuples by Kth element from List,1
How to get list of parameters name from a function in Python,1
Different ways to clear a list in Python,1
Write a Python program to extract Strings between HTML Tags,1
Rename a folder of images using Tkinter in Python,1
Compare two Files line by line in Python,1
Write a Python program to Numpy matrix.sort(),1
Write a Python program to Group Elements in Matrix,1
Write a Python Program to Convert String Matrix Representation to Matrix,1
How to get selected value from listbox in tkinter in Python,1
Write a Python program to Modulo of tuple elements,1
Write a Python Script to change name of a file to its timestamp,1
Write a Python program to count Even and Odd numbers in a List,1
Write a Python program to Frequency of numbers in String,1
Write a Python Program to Sort the list according to the column using lambda,1
Reversing a List in Python,1
Dictionary and counter in Python to find winner of election,1
Write a Python program to Sort Python Dictionaries by Key or Value,1
How to convert a list and tuple into NumPy arrays in Python,1
Write a Python program to find largest number in a list,1
Write a Python program to Removing duplicates from tuple,1
Write a Python program to Find missing and additional values in two lists,1
Shuffle a deck of card with OOPS in Python,1
How to extract youtube data in Python,1
Check whether the given string is Palindrome using Stack in Python,1
Write a Python program to Maximum occurring Substring from list,1
Write a Python program to check if a string has at least one letter and one number,1
Write a Python program to count number of vowels using sets in given string,1
Write a Python program to Convert Matrix to Custom Tuple Matrix,1
Write a Python program to List product excluding duplicates,1
Write a Python program to Cloning or Copying a list,1
How to add timestamp to CSV file in Python,1
Write a Python Program to Count Words in Text File,1
Convert a NumPy array into a csv file in Python,1
How to add a border around a NumPy array in Python,1
Write a Python program to Filter out integers from float numpy array,1
Write a Python program to Remove Tuples of Length K,1
Write a Python program to Program to accept the strings which contains all vowels,1
What are the allowed characters in Python function names,1
Find the number of rows and columns of a given matrix using NumPy in Python,1
Write a Python program to Group Sublists by another List,1
Kill a Process by name using Python,1
Write a Python program to Print an Inverted Star Pattern,1
Combining a one and a two-dimensional NumPy Array in Python,1
Write a Python program to Ways to find length of list,1
Write a Python program to Sorting string using order defined by another string,1
Ways to convert string to dictionary in Python,1
Functions that accept variable length key value pair as arguments in Python,1
Lambda with if but without else in Python,1
Counting the frequencies in a list using dictionary in Python,1
Sorting objects of user defined class in Python,1
Write a Python program to Numpy matrix.tolist(),1
Write a Python program to Maximum record value key in dictionary,1
How to build an array of all combinations of two NumPy arrays in Python,1
Write a Python program to Sum of tuple elements,1
Print anagrams together in Python using List and Dictionary,1
Write a Python program to Check if a Substring is Present in a Given String,1
NumPy – Fibonacci Series using Binet Formula in Python,1
Count distinct substrings of a string using Rabin Karp algorithm in Python,1
Write a Python program to Check if two lists have at-least one element common,1
Find length of a string in python (4 ways),1
Write a Python program to Convert List of Dictionaries to List of Lists,1
"Write a Python program to Extract Key’s Value, if Key Present in List and Dictionary",1
Write a Python Program to print digit pattern,1
Finding the k smallest values of a NumPy array in Python,1
How to Build a Simple Auto-Login Bot with Python,1
Write a Python program to Print Heart Pattern,1
How to open two files together in Python,1
Access the elements of a Series in Pandas in Python,1
Write a Python program to Numpy matrix.min(),1
Write a Python Library for Linked List,1
Creating a Pandas Series from Lists in Python,1
Write a Python program to All substrings Frequency in String,1
Write a Python program to Join Tuples if similar initial element,1
Write a Python Set | Pairs of complete strings in two sets,1
Write a Python Selenium – Find Button by text,1
Check if element exists in list in Python,1
Box Blur Algorithm – With Python implementation,1
How to get element-wise true division of an array using Numpy in Python,1
Evaluate Einstein’s summation convention of two multidimensional NumPy arrays in Python,1
numpy.searchsorted() in Python,1
Write a Python program to Merging two Dictionaries,1
Pretty print Linked List in Python,1
numpy.var() in Python,1
How to add time onto a DateTime object in Python,1
Convert JSON to CSV in Python,1
Extract IP address from file using Python,1
Write a Python program to Sort String by Custom Integer Substrings,1
numpy.var() in Python,1
numpy.loadtxt() in Python,1
Retweet Tweet using Selenium in Python,1
Write a Python lambda,1
Write a Python program to Replace String by Kth Dictionary value,1
Lambda and filter in Python Examples,1
Get n-largest values from a particular column in Pandas DataFrame in Python,1
Write a Python program to Replace Different characters in String at Once,1
Write a Python program to Replace all Characters of a List Except the given character,1
Write a Python program to Group Similar items to Dictionary Values List,1
Write a Python program to Extract values of Particular Key in Nested Values,1
Pandas | Basic of Time Series Manipulation in Python,1
Write a Python program to print all even numbers in a range,1
numpy string operations | swapcase() function in Python,1
Write a Python program to find tuples which have all elements divisible by K from a list of tuples,1
Write a Python program to Convert Tuple to Tuple Pair,1
Write a Python program to Remove Reduntant Substrings from Strings List,1
How to compute numerical negative value for all elements in a given NumPy array in Python,1
Convert binary to string using Python,1
Working with large CSV files in Python,1
Write a Python program to find the Strongest Neighbour,1
Write a Python Program for BogoSort or Permutation Sort,1
Write a Python program to Convert Character Matrix to single String,1
Write a Python program to Flatten tuple of List to tuple,1
Program to reverse a linked list using Stack in Python,1
Write a Python program to Unique Tuple Frequency (Order Irrespective),1
Write a Python program to find the character position of Kth word from a list of strings,1
Ways to remove i’th character from string in Python,1
Ways to sort list of dictionaries by values in Write a Python program to Using lambda function,1
How to read numbers in CSV files in Python,1
Find the roots of the polynomials using NumPy in Python,1
Write a Python program to find the sum of all items in a dictionary,1
Write a Python program to Extract words starting with K in String List,1
Write a Python program to Find Mean of a List of Numpy Array,1
Write a Python program to Numpy np.char.endswith() method,1
Write a Python program to Find common elements in three sorted arrays by dictionary intersection,1
Write a Python program to Remove duplicate lists in tuples (Preserving Order),1
Program to print the diamond shape in Python,1
Write a Python program to Extract Indices of substring matches,1
Write a Python program to Test if tuple is distinct,1
Write a Python program to Creating DataFrame from dict of narray/lists,1
Create a list from rows in Pandas DataFrame | Set 2 in Python,1
Selenium – Search for text on page in Python,1
Write a Python program to Reverse Row sort in Lists of List,1
Print with your own font using Python !!,1
Write a Python Program to Generate Random binary string,1
"Write a Python program to Count Uppercase, Lowercase, special character and numeric values using Regex",1
Count the number of white spaces in a Sentence,1
Find the nth term in the Fibonacci series using Recursion,1
Search a specified integer in an array,1
Convert Lowercase to Uppercase using the inbuilt function,1
"
Please write a program using generator to print the numbers which can be divisible by 5 and 7 between 0 and n in comma separated form while n is input by console.
",1
Python Program to Search for an Element in the Linked List without using Recursion,1
Find the minimum element in the matrix,1
Program to convert Octal To Hexadecimal,1
Program to find square root of a number,1
Find the power of a number using recursion,1
Convert a decimal number to hexadecimal using recursion,1
Python Program to Generate Gray Codes using Recursion,1
Write a program to print the pattern,1
Python Program to Remove the Characters of Odd Index Values in a String,1
Python Program to Generate all the Divisors of an Integer,1
Program to print series 0 2 6 12 20 30 42 ...N,1
Python Program to Reverse a String Using Recursion,1
Python Program To Find the Smallest and Largest Elements in the Binary Search Tree,1
Python Program to Implement Comb Sort,1
Check whether a given matrix is an identity matrix or not,1
"Program to print series 1,22,333,4444...n",1
Multiply two numbers without using multiplication(*) operator,1
Program to count the number of digits in an integer.,1
"Define a function which can generate a dictionary where the keys are numbers between 1 and 20 (both included) and the values are square of keys. The function should just print the keys only.
:",1
"
Assuming that we have some email addresses in the ""username@companyname.com"" format, please write program to print the company name of a given email address. Both user names and company names are composed of letters only.
",1
Remove duplicate elements in an array ,1
Python Program to Find the Binary Equivalent of a Number without Using Recursion,1
"Define a function which can generate a list where the values are square of numbers between 1 and 20 (both included). Then the function needs to print all values except the first 5 elements in the list.
:",1
Python Program to Find the GCD of Two Numbers,1
Python Program to Implement Floyd-Warshall Algorithm,1
Find the maximum element in the matrix,1
Program to remove all numbers from a String,1
Write a program to Display your name and some Message ,1
Program to check two matrix are equal or not,1
Program to find the nth Hashed number,1
Program to print series 1 9 17 33 49 73 97 ...N,1
Program to convert Decimal to Hexadecimal,1
Python Program to Print Largest Even and Largest Odd Number in a List,1
"Program to print series 2,15,41,80...n",1
"Python Program to Construct a Tree & Perform Insertion, Deletion, Display",1
Python Program to Reverse only First N Elements of a Linked List,1
Python Program to Solve Rod Cutting Problem using Dynamic Programming with Memoization,1
Python Program to Count the Number of Vowels Present in a String using Sets,1
Find out all Disarium numbers present within a given range,1
Python Program to Modify the Linked List such that All Even Numbers appear before all the Odd Numbers in the Modified Linked List,1
Program to display a lower triangular matrix,1
Print the Inverted Full Pyramid Star Pattern,1
Program to print a butterfly shape star pattern,1
Python Program to Implement Fibonacci Heap,1
Program to Find sum of series 1+(1+3)+(1+3+5)+....+N,1
Program to Find nth Neon Number ,1
Python Program to Take the Temperature in Celcius and Covert it to Farenheit,1
Find all non repeated characters in a string,1
Print Fibonacci Series using recursion,1
Write a program that computes the value of a+aa+aaa+aaaa with a given digit as the value of a.,1
Python Program to Find the LCM of Two Numbers,1
Convert temperature from Fahrenheit to Celsius ,1
Write a program that accepts a sentence and calculate the number of upper case letters and lower case letters.,1
Program to Find subtraction of two matrices,1
Python Program to Find the Length of a List Using Recursion,1
Write a program which accepts a sequence of comma-separated numbers from console and generate a list and a tuple which contains every number.,1
 Find the sum of N numbers in an array,1
Program to check whether a matrix is diagonal or not,1
Program to check whether a matrix is symmetric or not,1
Program to Find nth Evil Number,1
Python Program to Print Table of a Given Number,1
Python Program to Implement Heapsort,1
Python Program to Count Number of Non Leaf Nodes of a given Tree,1
Python Program to Count the Number of Lines in a Text File,1
Program to print multiplication table of a given number,1
Check if two arrays are the disjoint or not,1
Print every character of a string twice,1
Write a program that accepts a sequence of whitespace separated words as input and prints the words after removing all duplicate words and sorting them alphanumerically.,1
Python Program to Generate Random Numbers from 1 to 20 and Append Them to the List,1
Write a program to calculate compound interest,1
"Define a class named American and its subclass NewYorker. 
:",1
Program to compute the area and perimeter of Rhombus,1
 Program to Print the Hollow Diamond Star Pattern,1
Remove duplicate words from string,1
"
Please write a program to shuffle and print the list [3,6,7,8].


:",1
Write a program to Find the nth Perfect Number,1
Python Program to Count Number of Leaf Node in a Tree,1
Python Program to Create a Class and Compute the Area and the Perimeter of the Circle,1
Find the minimum element in the matrix,1
Python Program to Count all Paths in a Grid with Holes using Dynamic Programming with Memoization,1
Check whether an alphabet is vowel or consonant,1
Program to check whether a matrix is diagonal or not,1
"    Define a class, which have a class parameter and have a same instance parameter.
:",1
Find 2nd smallest digit in a given number,1
Find 2nd largest digit in a given number,1
Division Two Numbers Operator without using Division(/) operator,1
Program to check whether a matrix is symmetric or not,1
Python Program to Find if Directed Graph contains Cycle using DFS,1
Check if one array is a subset of another array or not ,1
Selection Sort Program in Python | Java | C | C++,1
 Program to print the Half Pyramid Number Pattern,1
Longest palindromic substring in a string,1
Program to Convert Binary to Hexadecimal,1
"Program to print series 1,3,7,15,31...N",1
"Program to print series 0,2,8,14,24,34 ...N",1
Binary to Decimal conversion using recursion,1
Maximum difference between two elements in an array,1
Python Program to Illustrate the Operations of Singly Linked List,1
"Program to print series 6,11,21,36,56...n",1
Python Program to Find the Total Sum of a Nested List Using Recursion,1
 Program to print the Full Pyramid Number Pattern,1
"Write a program, which will find all such numbers between 1000 and 3000 (both included) such that each digit of the number is an even number.
The numbers obtained should be printed in a comma-separated sequence on a single line.
:",1
Check whether two strings are equal or not,1
 Program to print the Alphabet Inverted Half Pyramid Pattern,1
"
Please write a program to randomly print a integer number between 7 and 15 inclusive.


:",1
Python Program to Check Whether a Given Year is a Leap Year,1
Python Program to Find Longest Common Subsequence using Dynamic Programming with Bottom-Up Approach,1
Write a program to print the pattern,1
Python Program to Determine How Many Times a Given Letter Occurs in a String Recursively,1
"Check whether a given Character is Upper case, Lower case, Number or Special Character",1
"Write a program which can map() and filter() to make a list whose elements are square of even number in [1,2,3,4,5,6,7,8,9,10].
:",1
Program to Find gcd or hcf of two numbers,1
Python Program to Solve Fractional Knapsack Problem using Greedy Algorithm,1
Shortest palindromic substring in a string,1
Count number of uppercase letters in a string using Recursion,1
Bidirectional Bubble Sort Program in Python | Java | C | C++,1
Print the marks obtained by a student in five tests,1
Check if two arrays are equal or not,1
Python Program to Print nth Fibonacci Number using Dynamic Programming with Memoization,1
Convert decimal to binary using recursion,1
Python Program to Read a Number n and Compute n+nn+nnn,1
Python Program to Print all Numbers in a Range Divisible by a Given Number,1
Program to convert decimal to octal using while loop,1
Python Program to Determine all Pythagorean Triplets in the Range,1
 Program to print the Solid Half Diamond Number Pattern,1
Check whether number is Evil Number or Not,1
Check a given number is an Automorphic number using recursion,1
Python Program to Read a Text File and Print all the Numbers Present in the Text File,1
Python Program to Find Those Numbers which are Divisible by 7 and Multiple of 5 in a Given Range of Numbers,1
Python Program to Check whether 2 Linked Lists are Same,1
Python Program to Implement Binary Tree using Linked List,1
Program to compute the area and perimeter of Hexagon,1
"
Write a program to compute:

f(n)=f(n-1)+100 when n>0
and f(0)=1

with a given n input by console (n>0).
",1
Program to find the sum of an upper triangular matrix,1
Bubble sort using recursion,1
Program to convert Octal To Hexadecimal,1
Program to print mirrored right triangle star pattern,1
"
Please generate a random float where the value is between 10 and 100 using Python math module.


:",1
Find a pair with given sum in the array,1
Minimum difference between two elements in an array,1
Python Program to Implement Bucket Sort,1
Python Program to Minimize Lateness using Greedy Algorithm,1
Print the Full Pyramid Alphabet Pattern,1
Program to find the nth Magic Number,1
Find a pair with given sum in the array,1
Program to compute the perimeter of Trapezoid,1
"With a given integral number n, write a program to generate a dictionary that contains (i, i*i) such that is an integral number between 1 and n (both included). and then the program should print the dictionary.",1
Find the second most frequent character in a given string,1
Python Program to Implement Shell Sort,1
Merge Sort Program in Python | Java | C | C++,1
Subtract Two Numbers Operator without using Minus(-) operator,1
"Define a function which can print a dictionary where the keys are numbers between 1 and 20 (both included) and the values are square of keys.
:",1
"Program to Print series 1,2,8,16,32...n",1
Python Program to Add a Key-Value Pair to the Dictionary,1
Program to convert binary to octal using while loop,1
Python Program to Count the Number of Vowels in a String,1
Print array elements in reverse order,1
Python Program to Solve Josephus Problem using Linked List,1
Python Program to Read Print Prime Numbers in a Range using Sieve of Eratosthenes,1
 Program to print the Half Pyramid Number Pattern,1
"Write a program which can filter even numbers in a list by using filter function. The list is: [1,2,3,4,5,6,7,8,9,10].
:",1
Remove special characters from String,1
"Program to print series 6,9,14,21,30,41,54...N",1
Check whether number is Neon Number or Not.,1
 Program to print the Solid Inverted Half Diamond Alphabet Pattern,1
Print array elements in reverse order,1
Python Program to Implement Queues using Stacks,1
Print the most occurring elements in an array,1
Program to find the sum of series 1/1+1/2+1/3..+1/N,1
"Python Program to Implement a Doubly Linked List & provide Insertion, Deletion & Display Operations",1
Python Program to Reverse a Linked List,1
Python Program to Find the Length of the Linked List using Recursion,1
Python Program to Sum All the Items in a Dictionary,1
Program to Find nth Pronic Number,1
Find words Starting with given characters(Prefix),1
Program to find sum of series 1+4-9+16-25+.....+N,1
"Write a program to generate and print another tuple whose values are even numbers in the given tuple (1,2,3,4,5,6,7,8,9,10). 
:",1
 Program to print the Solid Diamond Star Pattern,1
Python Program to Sort the List According to the Second Element in Sublist,1
Python Program to Check if a Number is a Strong Number,1
"
Please write a program to randomly generate a list with 5 even numbers between 100 and 200 inclusive.


:",1
Find the shortest word in a string,1
"

7.2

Define a class named Shape and its subclass Square. The Square class has an init function which takes a length as argument. Both classes have a area function which can print the area of the shape where Shape's area is 0 by default.
:",1
Program to display a lower triangular matrix,1
Python Program to Sort a List According to the Length of the Elements,1
"
Assuming that we have some email addresses in the ""username@companyname.com"" format, please write program to print the user name of a given email address. Both user names and company names are composed of letters only.
",1
Python Program to Check if a Substring is Present in a Given String,1
Check whether a given number is  prime or not,1
Python Program to Find Longest Common Substring using Dynamic Programming with Bottom-Up Approach,1
Python Program to Find Longest Common Substring using Dynamic Programming with Memoization,1
Python Program to Print All Permutations of a String in Lexicographic Order without Recursion,1
Find the Smallest digit in a number,1
Python Program to Put Even and Odd elements in a List into Two Different Lists,1
Program to find the transpose of a matrix,1
Add between 2 numbers without using arithmetic operators,1
Python Program to Find the Number of Nodes in a Binary Tree,1
"Define a function which can generate a list where the values are square of numbers between 1 and 20 (both included). Then the function needs to print the last 5 elements in the list.
:",1
Print even numbers in given range using recursion,1
Python Program to Find All Connected Components using DFS in an Undirected Graph,1
Program to find the normal and trace of a matrix,1
Check Armstrong number using recursion,1
Python Program to Interchange the two Adjacent Nodes given a circular Linked List,1
Print the frequency of all numbers in an array,1
Find the sum of Even numbers using recursion,1
Find the sum of odd numbers using recursion,1
 Program to print the Inverted V Star Pattern,1
Program to check the given number is a palindrome or not,1
Python Program to Read a Linked List in Reverse,1
Program to Find subtraction of two matrices,1
Write a program that accepts a sentence and calculate the number of letters and digits.,1
"Program to convert Days into years, months and Weeks",1
Python program to Sort a List of Tuples in Increasing Order by the Last Element in Each Tuple,1
 Python Program to Implement Radix Sort ,1
Python Program to Count Set Bits in a Number,1
Program to check whether a matrix is sparse or not,1
Python Program to Find the Largest Number in a List,1
Program to Find the smallest of three numbers,1
"Python Program to Print Numbers in a Range (1,upper) Without Using any Loops",1
Program to print inverted right triangle star pattern,1
 Python Program to Display the Nodes of a Linked List in Reverse without using Recursion,1
Convert a decimal number to hexadecimal using recursion,1
Program to check whether number is Spy Number or Not,1
Find the maximum element in the matrix,1
Python Program to Calculate the Number of Upper Case Letters and Lower Case Letters in a String,1
Program to print square star pattern,1
 Program to print the Inverted Half Pyramid Number Pattern,1
Count distinct elements in an array,1
Sort names in alphabetical order,1
"Define a function which can generate a list where the values are square of numbers between 1 and 20 (both included). Then the function needs to print the first 5 elements in the list.
:",1
Python Program to Count the Number of Occurrences of an Element in the Linked List using Recursion,1
"

7.2

Define a class named Rectangle which can be constructed by a length and width. The Rectangle class has a method which can compute the area. 
:",1
Program to Find nth Disarium Number,1
Python Program to Select the ith Largest Element from a List in Expected Linear Time,1
Program to Find the multiplication of two matrices,1
Check whether a given number is a strong number or not,1
 Program to print the Solid Inverted Half Diamond Star Pattern,1
Program to find the sum of series 1+X+X^2/2!+X^3/3!...+X^N/N!,1
Program to Find the nth Automorphic number,1
 Input a string through the keyboard and Print the same,1
Python Program to Solve 0-1 Knapsack Problem using Dynamic Programming with Memoization,1
Linear Search Program in C | C++ | Java | Python ,1
Sort array in descending order using recursion,1
Python Program to Reverse a Stack using Recursion,1
Program to print Fibonacci series in Python | C | C++ | Java,1
Program to Find the sum of a lower triangular matrix,1
Program to Find nth Trimorphic Number,1
"Count the number of vowels, consonants, numbers, and special characters present in a string",1
Python Program to Implement Binary Search without Recursion,1
Python Program to Compute Prime Factors of an Integer,1
Print the Inverted Pant's Shape Star Pattern,1
Program to Print the Hollow Half Pyramid Star Pattern,1
Program to find the transpose of a matrix,1
Print only consonants in a string,1
Multiply two numbers without using multiplication(*) operator,1
Python Program for Depth First Binary Tree Search without using Recursion,1
Print prime numbers from 1 to n using recursion,1
Python Program to Detect if Two Strings are Anagrams,1
Convert Lowercase to Uppercase using the inbuilt function,1
Find the sum of all elements in a 2D Array,1
"You are required to write a program to sort the (name, age, height) tuples by ascending order where name is string, age and height are numbers. The tuples are input by console. The sort criteria is:
1: Sort based on name;
2: Then sort based on age;
3: Then sort by score.
The priority is that name > age > score.
If the following tuples are given as input to the program:
Tom,19,80
John,20,90
Jony,17,91
Jony,17,93
Json,21,85
Then, the output of the program should be:
[('John', '20', '90'), ('Jony', '17', '91'), ('Jony', '17', '93'), ('Json', '21', '85'), ('Tom', '19', '80')]
:",1
Python Program to Accept a Hyphen Separated Sequence of Words as Input and Print the Words in a Hyphen-Separated Sequence after Sorting them Alphabetically,1
Python Program to Calculate the Number of Digits and Letters in a String,1
Program to print the Full Pyramid Star Pattern,1
Python Program to Find the Area of a Rectangle Using Classes,1
Python Program to Find the Length of the Linked List without using Recursion,1
Convert alternate characters to capital letters,1
Binary Search Program in C | C++ | Java | Python ,1
Python Program to Implement Depth-First Search on a Graph using Recursion,1
"Define a function which can compute the sum of two numbers.
:",1
Print all permutations of a string using recursion,1
Check if a string contains a given substring,1
Python Program to Read a File and Capitalize the First Letter of Every Word in the File,1
"Define a function that can accept an integer number as input and print the ""It is an even number"" if the number is even, otherwise print ""It is an odd number"".
:",1
Insertion sort using recursion,1
"A robot moves in a plane starting from the original point (0,0). The robot can move toward UP, DOWN, LEFT and RIGHT with a given steps. The trace of robot movement is shown as the following:
UP 5
DOWN 3
LEFT 3
RIGHT 2
Â¡Â­
The numbers after the direction are steps. Please write a program to compute the distance from current position after a sequence of movement and original point. If the distance is a float, then just print the nearest integer.",1
Python Program to Sort using a Binary Search Tree,1
"

With a given list [12,24,35,24,88,120,155,88,120,155], write a program to print this list after removing all duplicate values with original order reserved.
:",1
Check whether a given number is positive or negative,1
Python Program to Create a Linked List & Display the Elements in the List,1
Check whether a given number is Friendly pair or not,1
Find median of two sorted arrays of different sizes,1
Python Program to Find Intersection & Union of 2 Linked Lists,1
Python Program to test Collatz Conjecture for a Given Number,1
"
Write a program to compute 1/2+2/3+3/4+...+n/n+1 with a given n input by console (n>0).
",1
"Write a program which takes 2 digits, X,Y as input and generates a 2-dimensional array. The element value in the i-th row and j-th column of the array should be i*j.
Note: i=0,1.., X-1; j=0,1,Â¡Â­Y-1.",1
Check whether a year is leap year or not,1
 Program to Print the Pant's Shape Star Pattern,1
Python Program to Compute the Value of Euler's Number e. Use the Formula: e = 1 + 1/1! + 1/2! + …… 1/n!,1
Program to Find the area and perimeter of a circle,1
Python Program to Concatenate Two Dictionaries Into One,1
Find reverse of a number using recursion,1
"
Write a function to compute 5/0 and use try/except to catch the exceptions.
:",1
Program to Find the reverse of a given number,1
Python Program to Find the Area of a Triangle Given All Three Sides,1
"
By using list comprehension, please write a program to print the list after removing the 0th, 2nd, 4th,6th numbers in [12,24,35,70,88,120,155].
:",1
"Write a program that computes the net amount of a bank account based a transaction log from console input. The transaction log format is shown as following:
D 100
W 200

D means deposit while W means withdrawal.",1
 Program to print the Full Pyramid Number Pattern,1
Find two elements whose sum is closest to zero,1
Python Program to Form a Dictionary from an Object of a Class,1
Insertion Sort Program in Python | Java | C | C++,1
Remove element from an array by index,1
Print the Alphabet Inverted Half Pyramid Pattern,1
Find out all Trimorphic numbers present within a given range,1
Check strong number using recursion,1
Copy one string to another using recursion,1
Program to concatenate two String,1
Program to Find the sum of series 3+33+333.....+N,1
Find missing numbers in an array,1
"Enter marks of five subjects and calculate total, average, and percentage",1
Program to Find the sum of series 3+33+333.....+N,1
"
Write a special comment to indicate a Python source code file is in unicode.
:",1
Write a program which accepts a sequence of comma separated 4 digit binary numbers as its input and then check whether they are divisible by 5 or not. The numbers that are divisible by 5 are to be printed in a comma separated sequence.,1
Check whether number is Trimorphic Number or Not,1
Print mirrored right triangle Alphabet pattern,1
Program to print the Solid Diamond Alphabet Pattern,1
"Write a program which can map() to make a list whose elements are square of elements in [1,2,3,4,5,6,7,8,9,10].
:",1
"
Please write a program to print the running time of execution of ""1+1"" for 100 times.


:",1
Convert Temperature from degree Celsius to Fahrenheit ,1
Python Program to Remove All Tuples in a List of Tuples with the USN Outside the Given Range,1
Program to Calculate the surface area and volume of a Hemisphere,1
"Python Program to Append, Delete and Display Elements of a List Using Classes",1
"Define a function that can accept two strings as input and print the string with maximum length in console. If two strings have the same length, then the function should print al l strings line by line.
:",1
Python Program to Remove the Given Key from a Dictionary,1
Python Program to Create a Dictionary with Key as First Character and Value as Words Starting with that Character,1
Python Program to Implement a Stack using Linked List,1
Python Program to Print Odd Numbers Within a Given Range,1
"Sort an array of 0s, 1s and 2s",1
Python Program to Find the Largest value in a Tree using Inorder Traversal,1
Program to Find sum of series 5^2+10^2+15^2+.....N^2,1
Python Program to Count the Number of Digits in a Number,1
 Program to print the Full Pyramid Number Pattern,1
Python Program to Implement Counting Sort,1
Find the Generic root of a number,1
Python Program to Find the Fibonacci Series Using Recursion,1
Python Program to Print all the Paths from the Root to the Leaf in a Tree,1
Python Program to Find the Second Largest Number in a List Using Bubble Sort,1
Python Program to Solve n-Queen Problem without Recursion,1
Check whether number is Sunny Number or Not.,1
Count number of zeros in a number using recursion,1
Python Program to Build Binary Tree if Inorder or Postorder Traversal as Input,1
Python Program to solve Maximum Subarray Problem using Kadane’s Algorithm,1
Python Program to Calculate the Number of Words and the Number of Characters Present in a String,1
Program to calculate the area and perimeter of a rectangle,1
Python Program to Determine Whether a Given Number is Even or Odd Recursively,1
Python Program to Count the Occurrences of Each Word in a Given String Sentence,1
Write a program to calculate simple Interest,1
Python Program to Implement Johnson’s Algorithm,1
Python Program to Flatten a List without using Recursion,1
Python Program to Implement Binomial Heap,1
Program to find the sum of an upper triangular matrix,1
 Find out all Perfect numbers present within a given range,1
"Python Program to Read a Number n And Print the Series ""1+2+…..+n= """,1
Find the maximum element in the matrix,1
Python Program to Solve Matrix-Chain Multiplication using Dynamic Programming with Memoization,1
Program to Find nth Armstrong Number ,1
Python Program to Form a New String where the First Character and the Last Character have been Exchanged,1
 Program to print the Half Pyramid Number Pattern,1
Convert Octal to decimal using recursion,1
Program to check whether a matrix is symmetric or not,1
Python Program to Remove Duplicates from a Linked List,1
Python Program to Find the Smallest Divisor of an Integer,1
Print the Hollow Half Pyramid Number Pattern,1
Program to find sum of series 1^1/1!+2^2/2!+3^3/3!...+n^n/n!,1
Program to check two matrix are equal or not,1
Separate even and odd numbers in an array,1
Find the sum of n natural numbers using recursion,1
Python Program for Depth First Binary Tree Search using Recursion,1
Python Program to Check If Two Numbers are Amicable Numbers,1
Decimal to Octal conversion using recursion,1
Program to find the normal and trace of a matrix,1
Write a program to print the alphabet pattern,1
Program to check whether a matrix is sparse or not,1
"
Please write a program to output a random even number between 0 and 10 inclusive using random module and list comprehension.


:",1
Program to Find the nth Palindrome Number,1
Program to print the right triangle Alphabet pattern,1
Python Program to Find the GCD of Two Numbers Using Recursion,1
Python Program to Find Transitive Closure of a Graph,1
Program to find addition of two matrices ,1
Remove all uppercase characters in the String ,1
Decimal to Octal conversion using recursion,1
Check whether a given number is positive or negative,1
Python Program to Find the Sum of Elements in a List Recursively,1
Python Program to Solve Matrix-Chain Multiplication using Dynamic Programming with Bottom-Up Approach,1
Python Program to Implement Binomial Tree,1
"Write a program which will find all such numbers which are divisible by 7 but are not a multiple of 5,
between 2000 and 3200 (both included).
The numbers obtained should be printed in a comma-separated sequence on a single line.
:",1
Python Program to Find the Smallest Set of Unit-Length Closed Intervals that Contains All Points using Greedy Algorithm,1
Write a program to print the pattern,1
Python Program to Solve 0-1 Knapsack Problem using Dynamic Programming with Bottom-Up Approach,1
"
Please write a program which prints all permutations of [1,2,3]

:",1
Program to convert octal to decimal,1
Python Program to Demonstrate Circular Single Linked List,1
Python Program to Reverse a Given Number,1
Odd Even Sort Program in Python | Java | C | C++,1
Program to compute the area and perimeter of Heptagon,1
"
By using list comprehension, please write a program to print the list after removing delete numbers which are divisible by 5 and 7 in [12,24,35,70,88,120,155].
:",1
Python Program to Find Nth Node in the Inorder Traversal of a Tree,1
"A website requires the users to input username and password to register. Write a program to check the validity of password input by users.
Following are the criteria for checking the password:
1. At least 1 letter between [a-z]
2. At least 1 number between [0-9]
1. At least 1 letter between [A-Z]
3. At least 1 character from [$#@]
4. Minimum length of transaction password: 6
5. Maximum length of transaction password: 12
Your program should accept a sequence of comma separated passwords and will check them according to the above criteria. Passwords that match the criteria are to be printed, each separated by a comma.",1
Python Program to Accept Three Digits and Print all Possible Combinations from the Digits,1
"
Define a class Person and its two child classes: Male and Female. All classes have a method ""getGender"" which can print ""Male"" for Male class and ""Female"" for Female class.
:",1
Python Program to Find all Numbers in a Range which are Perfect Squares and Sum of all Digits in the Number is Less than 10,1
Program to convert kilometers into miles and meters,1
Python Program to Find the Product of two Numbers Using Recursion,1
Python Program to Implement Ternary Heap,1
"
Write a program which accepts a sequence of words separated by whitespace as input to print the words composed of digits only.
",1
Program to check whether a matrix is a scalar or not,1
Python Program to Check whether a Tree is a Binary Search Tree,1
Find out all palindrome numbers present within a given range.,1
Reverse words in a given string,1
Python Program to Check String is Palindrome using Stack,1
Check if one array is a subset of another array or not ,1
